Unnamed: 0,asin,description,emotion_spacy,most_significant_emotion_spacy
37140,B0018BI90I,origin artist hit artist includ iron butterfli velvet underground seed spirit steppenwolf mc donovan santana byrd quicksilv messeng servic,"Counter({'positive': 2, 'negative': 1, 'trust': 1})",positive
37151,B0018C5GVC,earli rock n roll song,Counter({'positive': 1}),positive
37163,B0018E2M80,stereo side one sunris sunset turn red rose blue ladi hello dolli tri rememb call irrespons side two peopl downtown love upon time dear heart love arrang mort lindsey pete king jack andrew frank comstock jerri field,"Counter({'positive': 4, 'anticipation': 2, 'sadness': 1, 'trust': 1})",positive
37165,B0018E665U,great studio album gari duncan quicksilv contain gari best materi prodcut date expnd cover full cd quicksilv fan set miss reissu disc one origin shape shifter album includ rebel big bright street dog song bubba jean life funki angelin carniv time nicaragua want hear anymor go stranger richmond welfar strut nobodi togeth tattoo,"Counter({'positive': 2, 'negative': 2, 'trust': 1, 'anticipation': 1, 'fear': 1})",positive
37172,B0018FJY5S,learn control appetit anytim anywher simpl method regul brain respons hunger signal sensori stimul aroma valuabl support dietari goal help achiev maintain desir weight min,"Counter({'positive': 2, 'anticipation': 1})",positive
37174,B0018FNQWA,focu energi toward health vital reconnect life forc within power guid hemi sync medit help releas emot invok love gener life give energi assist move higher vibrat turn facilit activ bodi natur heal abil allow move beyond neg thought pattern replac posit energi love support know innat capac transform physic emot challeng may encount verbal guidanc length minut,"Counter({'positive': 3, 'trust': 2, 'anticipation': 1})",positive
37178,B0018G6VJO,fingerprintz distinquish mark virgin record full length lp releas special cut design,"Counter({'positive': 2, 'trust': 1})",positive
37187,B0018GRLF2,believ song lift spirit,Counter({'positive': 1}),positive
37193,B0018GPT74,master modern psychedelia box lesson push envelop wild streak windi day austin proud band debut full length blend organ electron sound call upon classic influenc pink floyd cure,"Counter({'positive': 3, 'anticipation': 3, 'surprise': 1})",positive
37208,B0018K2TKK,wonder find amongst pile love simplic arrang realli allow track shine one small blemish field great track definit great album especi fan acoust sound indi launchpad,"Counter({'positive': 2, 'anticipation': 2, 'negative': 1, 'sadness': 1})",positive
37216,B0018KVLOU,c clamp second full length longer wave found boy back king size sound lab chicago benevol dictatorship meander return engin dave trumfio full time pulsar sometim mekon etern engin like wilco tsunami aluminum group etc watch eye trumfio c clamp found experi studio modern invent overdub keyboard vocal harmoni three thing absent meander session sonic result longer wave thicker lush sound c clamp answer spare spacious meander return think hot butter c clamp longer wave often refer green one,"Counter({'positive': 4, 'anticipation': 4, 'trust': 3, 'negative': 2, 'sadness': 1, 'anger': 1})",positive
37219,B0018L2UJE,perfect poker self hypnosi master texa hold em draw poker stud poker card game face contain micro muscl throughout live subconsci learn express bodi tell must master develop perfect poker face hypnosi help master game card teach skill master non verbal commun manag emot creat win attitud attract wealth good fortun poker game skill masteri game depend cd help underli music track sound natur embed binaur beat technolog help enjoy self hypnosi session experi deep level relax power new learn richard k nongard certifi clinic hypnotherapist master stage hypnotist live la vega perform strip understand psycholog card play enjoy educ hypnosi style teach master game poker use techniqu hypnosi brainwav entrain technolog,"Counter({'positive': 9, 'anticipation': 7, 'trust': 5, 'sadness': 2, 'negative': 1})",positive
37222,B0018L8X2W,vital lito baglietto juan carlo postal del alma,Counter({'positive': 1}),positive
37227,B0018LG8QA,hard find orang epic labl,Counter({'positive': 1}),positive
37235,B0018MUPE0,radio station note cover promo copi vg vg,"Counter({'positive': 1, 'trust': 1})",positive
37238,B0018N1XNQ,grayson entertain proud present cherish wed music robert preston wed someth special memori creat one moment last lifetim cocktail hour procession ceremoni demand appropri music album fill need everi part wed begin end repres simpli click play import part wed music taken care robert preston know wed busi well say least profession singer keyboardist band leader greater philadelphia area past twentyen year grayson hire immedi kick wed seri uniqu qualifi term experi skill need one wed album fill ceremoni need let one,"Counter({'positive': 4, 'anticipation': 4, 'sadness': 4, 'trust': 3, 'negative': 2})",positive
37239,B0018N20WE,dream weaver ensembl salt lake citi ut play classic music two decad recent went record studio creat ultim collect wed song album offer new fresh rendit ageless wed theme legend beethoven bach mozart record home citi dream weaver certainli woven dream wed soundtrack album disappoint listen rich dynam harmoni master play string instrument,"Counter({'positive': 3, 'sadness': 2})",positive
37245,B0018N5KHQ,dougla consort collect eastern europ talent piano player form around court pretend romanian throne recent deceas carol player origin focus work great polish compos chopin take arguabl greatest compos time beethoven first album work chosen give album arc begin slow state begin complex middl showstop end recent unearth vault produc admir job reconstruct record level even sophist audiophil pleas talent display prodigi even album stand must fan beethoven work casual listen seriou collector,"Counter({'positive': 6, 'trust': 4, 'negative': 3, 'anticipation': 3})",positive
37246,B0018N5LS4,one import piec wed ceremoni music grayson entertain strive produc best alway origin wed idea peopl tend gravit toward classic wed white flow dress flower wed parti like kind music accompani ceremoni tradit piec cocktail hour procession ceremoni recession tradit wed music martin sear assembl produc world ultim tradit wed album alumni wed band industri heavyweight classic credenti martin taken skill play track produc perfectli music ebb flow proper time proper tone feel eleg look ceremoni album play,"Counter({'positive': 7, 'sadness': 6, 'anticipation': 4, 'trust': 1, 'negative': 1})",positive
37253,B0018NZAO4,cascad voic hugo luigi choru compact disc one moonlight rose black moret lemar look silver line kern desylva paradis brown clifford day done katscher desylva yon burk dubin love archer thompson three oclock morn terri robledo dont know jest turk ahlert ill see dream kahn jone tenderli lawrenc gross let fall love koehler arlen melodi love glazer engelmann goodnight sweetheart nobl campbel connelli valle true love porter anniversari song jolson chaplin time goe hupfeld cant help fall love peretti creator weiss alway berlin im mood love mchugh field let call sweetheart whitson friedman compact disc two shadow ruse jolson dreyer fli muon word howard time hand adamson gordon youman alon berlin your smile fisher goodwin shay rain ford lost berlin moon river mercer mancini ill see kahal fain poor butterfli golden hubbel girl dream clapp love letter heyman young lollipop rose velona dream mercer kind fool bricuss newley lonesom tonight turk handman left heart san francisco cross cori autumn leav kosma mercer prevert april shower desylva silver im alway chase rainbow mccarthi carrol,"Counter({'positive': 8, 'sadness': 7, 'trust': 6, 'anticipation': 6, 'negative': 5, 'disgust': 1})",positive
37271,B0018OUU0C,special concert benefit stone three legend new york underground indisput one greatest influenti musician rock histori lou reed explod explor new sound sinc mid sixti alway connect avant gard lou team maverick compos perform john zorn seri improvis sound composit surpris startl even hardcor fan special appear lauri anderson one origin voic centuri one unusu legendari meet new music scene,"Counter({'positive': 4, 'negative': 2, 'trust': 1, 'sadness': 1})",positive
37273,B0018P3OZY,best overal guitarist five year row guitar player reader poll guitar steve mors drum van romain bass dave laru sacr ground good go dreamland barbari coast smokey mtn drive slice time nativ danc reach ralli cri foreign exchang structur damag,"Counter({'positive': 3, 'negative': 2, 'trust': 2, 'anticipation': 2, 'anger': 1})",positive
37279,B0018P8QHK,itali import studio session song rock n roll hall fame door song includ wash dirti frank ocean remix footstep yellow leadbett breath state love trust releas girl aliv alon hold head misteri roadhous blue break light fire,"Counter({'positive': 3, 'trust': 2, 'sadness': 1, 'surprise': 1, 'fear': 1})",positive
37295,B0018RQE40,violet burn chosen song list nowher els let alway stand rise like lion love load gun kill last one groov babi white soul violet sweet merci heart wide open new breed children rise,"Counter({'positive': 3, 'anticipation': 2, 'negative': 1, 'fear': 1})",positive
37300,B0018SBKZM,love tender disc variou artist includ elvi presley tommi edward crest platter song differ origin artist great song classic rock,"Counter({'positive': 3, 'trust': 1})",positive
37302,B0018SH5B0,cd audiobook edit andr norton classic scienc fiction novel star born raf kurbi terran spaceship burst unexplor sky astra immedi made welcom nativ mighti metropoli kurbi unawar three vital thing one astra alreadi harbor earth coloni descend refuge world previou centuri two men women face greatest danger exist inhuman fiend tyrann astra three nativ buy kurbi scienc know fiend intent deadli human whether earth born star born one best magazin fantasi scienc fiction,"Counter({'positive': 3, 'negative': 3, 'anticipation': 2, 'trust': 1, 'sadness': 1})",positive
37307,B0018SMWKE,cd contain two episod agatha christi poirot hercul poirot radio seri air mutual radio network episod money mad ghoul origin air date sept episod murder privat affair origin air date nov sold amazon com product manufactur demand use cd r record media amazon com standard return polici appli,"Counter({'positive': 3, 'anticipation': 2, 'sadness': 2, 'negative': 1})",positive
